,KH_Vote_Count,KH_Vote_Pct,DT_Vote_Count,DT_Vote_Pct,Pct_Reported,Est_Votes_Remain,Population
2024-11-05 12:38:02.100702,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:38:24.857145,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:38:37.350337,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:38:58.077783,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:39:19.823430,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:39:41.925970,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:39:57.079551,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:40:11.482826,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:40:25.507230,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:40:48.389729,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:41:01.623472,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:41:17.193263,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:41:38.259958,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:41:51.162039,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:42:14.958066,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:42:37.826738,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:42:57.359555,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:43:15.369777,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:43:30.748969,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:43:47.249829,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:43:59.486737,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:44:17.666016,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:44:36.595135,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:44:51.504737,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:45:11.547294,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:45:28.573407,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:45:42.304729,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:46:06.590230,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:46:20.962914,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:46:39.270971,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:46:58.751562,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:47:12.607012,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:47:34.754768,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:47:59.166065,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:48:17.541812,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:48:38.194425,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:49:00.329600,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:49:16.827196,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:49:37.079392,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:50:02.139064,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:50:18.027411,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:50:40.964591,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:51:00.602419,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:51:16.238046,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:51:36.380022,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:51:59.334035,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:52:23.262752,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:52:47.480121,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:53:07.553283,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:53:26.172484,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:53:44.735456,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:53:58.426561,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:54:21.913319,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:54:37.536782,0,0.000,0,0.000,0.000,5901193,10835491
2024-11-05 12:54:58.598263,0,0.000,0,0.000,0.000,5901193,10835491
